Id,Price
725,143251.31306573536
15856,174683.09345423992
5480,117060.80453467442
15664,203510.40729559708
14275,115564.93359962423
7633,128653.85672859094
13329,181217.56376593214
5502,161684.15631858326
4220,221593.21270539734
11538,211034.01734247335
15975,172370.8951913614
3310,216490.53450251682
9286,114493.59804425407
11260,152102.67957031127
5214,106048.79345350686
11307,137456.3110362732
13543,214852.2784686314
615,117957.53795673147
3495,224062.37358710135
2321,187193.71586444258
12046,110088.40292816875
16688,102419.80189443319
12694,231889.784671916
783,114745.61694039594
8968,160207.39153294463
13454,132993.57863346513
12190,181908.23956663828
11160,115464.41530673366
10291,127606.90557826404
891,175458.26555093363
2982,162197.23564532856
3818,160312.7100788115
2449,116497.02607263258
8317,113622.52671390759
4922,136137.1269646379
1257,164381.11989910604
9348,122326.5575577523
4176,146833.59086498944
10704,150449.98444697272
6624,111229.5032266451
5428,187051.6731116714
12749,142408.7720729399
8994,164100.5365275026
11513,89343.51204607496
3047,114037.5778415794
9519,208270.80519733237
12309,110582.37898529747
14081,160532.22821405577
8334,194577.84278749212
6343,119279.37868742285
14788,110992.72923896048
15748,155315.51816656895
153,176595.44173801373
14149,130796.59251939671
269,137928.89897461256
5452,110757.52886499178
721,131716.309937514
5079,207916.5432127071
2831,116878.58866128272
10614,107678.95853545902
10131,146759.63155983773
9996,189626.95785986917
3061,165578.59726521978
11733,216279.62456047809
3726,139016.16393171338
10929,130167.21294074689
9011,119906.03776847736
16182,198261.22542368696
4976,147614.4403157406
9897,173028.32151186254
1872,154865.35153708176
9205,202824.2397250649
5403,281078.39105039916
14074,155503.01948260496
6268,110924.68900488385
14232,119201.33350788627
8532,153442.77614461555
7034,169855.30208374278
6553,279223.9924530058
3133,139175.46878544422
8596,141363.67668107228
12389,256609.086953496
14462,157494.58695736993
8860,178112.08111240555
8377,149980.66281103605
6367,213373.54027292764
6917,191122.8776407096
4216,114143.23860848566
5806,117225.57085342558
5438,185343.70854454872
6632,156811.7469031599
2650,125152.26404634239
5396,114757.51238837779
