Id,Price
725,166573.6221278102
15856,215480.43102577815
5480,313319.8184731822
15664,296906.6259450753
14275,143990.25406222368
7633,207044.1447274408
13329,180104.3671400054
5502,230525.74981665314
4220,294127.10537193576
11538,214484.704960467
15975,274180.1413080958
3310,216021.77206715738
9286,150778.49113328432
11260,187541.58974598147
5214,109291.54940301714
11307,194640.70233240273
13543,395106.08898822195
615,181538.37559935014
3495,225859.48847924534
2321,215667.9056117496
12046,194839.31134422
16688,143434.4591062913
12694,235797.0607721135
783,146876.36346942483
8968,167513.56836462428
13454,184960.65211433
12190,240293.74034520524
11160,112508.18595401717
10291,200426.35229308868
891,291219.9114630707
2982,180523.23992755878
3818,292547.4981463324
2449,193627.47893494743
8317,171160.58264169435
4922,194215.92891970693
1257,241479.0171731139
9348,199330.0042900684
4176,176723.61179464805
10704,156225.65518070303
6624,113319.49625771314
5428,190470.547283348
12749,181969.66075968547
8994,206023.47877076216
11513,145065.24909942277
3047,187490.18828419605
9519,213202.45604127238
12309,250666.32921816153
14081,268109.2169655253
8334,254744.5826723134
6343,185611.88579813586
14788,126491.76958250003
15748,343621.10077732685
153,244172.71011999514
14149,196637.54858152667
269,194277.2523903931
5452,131203.9942288548
721,152723.69455268697
5079,312822.48227049503
2831,117166.15452812519
10614,115078.85211105087
10131,250824.59539189702
9996,291304.9025389594
3061,196331.5364092615
11733,313236.03277183155
3726,247600.11732250414
10929,218478.46033202764
9011,324403.36633046356
16182,268447.88022397575
4976,170757.8886278478
9897,251128.27232792557
1872,147478.7297944672
9205,421087.278740796
5403,385057.76328934217
14074,211884.6238042645
6268,153363.59405824664
14232,158433.44118996867
8532,207205.55061233722
7034,331800.1995559583
6553,478468.6804065269
3133,169096.85268100043
8596,196851.98289734346
12389,255311.99509947663
14462,177676.1529590614
8860,388508.3359487443
8377,309614.966754847
6367,330126.4505704418
6917,249193.32342298396
4216,199975.96554651315
5806,175364.2593754386
5438,190476.1761460169
6632,210838.72585910285
2650,155482.8358960148
5396,177598.19925177682
4044,149484.87873360378
1345,233915.14992577612
856,181951.73498566812
12791,259637.12906455155
12499,215934.74296438583
12249,128000.50229739287
14641,137246.61095779281
1919,154803.8627888051
7848,197522.90942759012
10749,182311.75287285363
15554,181816.5293082963
15834,212672.52860962224
1355,146815.49056946093
15451,182212.07944476124
12401,211179.34167019956
10290,169892.6895468491
9462,116848.77708101674
3103,243194.93714631462
3420,142350.77883022567
12262,240855.7378514659
5032,144649.39743059844
8949,356437.1658590316
15567,207195.90152156196
16389,161739.107376098
7809,88640.73095542258
8990,146554.98987796076
16089,270521.3874532489
12743,97833.53828218764
5132,123086.03622132944
1619,281238.8453810469
2428,68848.01038941798
16741,154803.8523390332
